Timestamp,Temperature_C,Humidity_percent,Pressure_hPa
2024-01-01 00:00:00,15.496714153011233,73.14868517037948,1008.3904903266679
2024-01-01 01:00:00,17.449926149854022,70.05163479365832,1008.177661691311
2024-01-01 02:00:00,20.64768853810069,66.91198993504833,1008.501771469196
2024-01-01 03:00:00,23.594097668273502,63.599031328050685,1007.4495953809804
2024-01-01 04:00:00,23.426100663121048,61.25962130004907,1007.4554134627161
2024-01-01 05:00:00,24.425121305941502,58.18295167127061,1009.1074564427515
2024-01-01 06:00:00,26.57921281550739,54.31117905045291,1009.9767484667907
2024-01-01 07:00:00,25.42669299204359,52.094709467953315,1010.3155750475565
2024-01-01 08:00:00,23.190779651909438,47.80036710024787,1011.5906080292038
2024-01-01 09:00:00,22.61362785545144,48.84860875357865,1013.5967716356533
2024-01-01 10:00:00,19.536582307187537,44.537464991017586,1013.1948575392643
2024-01-01 11:00:00,17.12246069745495,50.65002940507894,1014.4017345147668
2024-01-01 12:00:00,15.241962271566036,47.61187329314479,1016.0655682552872
2024-01-01 13:00:00,10.498529304316994,46.72657776479412,1017.2875053153242
2024-01-01 14:00:00,8.275082167486971,49.1671962095784,1018.2220675506776
2024-01-01 15:00:00,7.366644658893557,55.7342929325048,1019.4620362831652
2024-01-01 16:00:00,5.326914841821191,58.13924971047102,1018.5800257649195
2024-01-01 17:00:00,5.654989069704591,63.92735326654685,1016.9762922387769
2024-01-01 18:00:00,4.091975924478789,67.18867779735422,1016.2492018964153
2024-01-01 19:00:00,3.9284380357740236,69.41399920480498,1014.1749524124345
2024-01-01 20:00:00,7.805394731077168,70.53204924737113,1013.9198405291854
2024-01-01 21:00:00,7.703155887647987,71.02876495136425,1012.3466196627842
2024-01-01 22:00:00,10.067528204687921,74.04019143837246,1011.6797766795765
2024-01-01 23:00:00,10.987061362761327,76.50310651674725,1009.3635707673044
2024-01-02 00:00:00,14.455617275474815,74.06764889064563,1009.7353340377016
2024-01-02 01:00:00,17.699113040735078,69.06762956494931,1010.0317864459665
2024-01-02 02:00:00,18.8490064225777,69.03738064600174,1007.9800798664635
2024-01-02 03:00:00,22.44676583021115,66.00128665743922,1008.4150316558834
2024-01-02 04:00:00,23.059615347925575,59.646109846475035,1008.9677778499937
2024-01-02 05:00:00,24.367564513097406,57.80809793352839,1008.4625487593738
2024-01-02 06:00:00,24.398293387770604,53.87421488868489,1009.9558743774924
2024-01-02 07:00:00,26.51153644739962,48.15440237422003,1010.8351106237095
2024-01-02 08:00:00,23.646756813106457,48.48993803718862,1012.159322433371
2024-01-02 09:00:00,21.013356882909573,47.063109652000485,1012.5917119144402
2024-01-02 10:00:00,20.82254491210319,47.232881143844054,1014.6674520550205
2024-01-02 11:00:00,16.367346801054186,47.31729517596951,1016.3071965803888
2024-01-02 12:00:00,15.20886359500476,43.60519986170059,1018.2351560843347
2024-01-02 13:00:00,10.452139425095023,46.56524279779644,1018.4602232931213
2024-01-02 14:00:00,8.671813951101576,52.339051740117945,1020.0643424425912
2024-01-02 15:00:00,8.125793424003657,55.79692000384284,1017.2193325033276
2024-01-02 16:00:00,7.078212542151023,59.61627065373482,1018.5946867784381
2024-01-02 17:00:00,5.512110018299293,70.20481525967209,1017.3195727744787
2024-01-02 18:00:00,4.88435171761176,67.38398356959347,1018.4580210375358
2024-01-02 19:00:00,5.039638041520027,71.83078831047993,1014.3691834917172
2024-01-02 20:00:00,4.861223971788181,74.13364021049435,1013.098631822997
2024-01-02 21:00:00,7.209087979739819,75.36124190334758,1012.0358856562602
2024-01-02 22:00:00,9.539361229040198,74.3026828532258,1009.2331623949286
2024-01-02 23:00:00,13.468931775193706,76.30824736908684,1009.6650466891759
2024-01-03 00:00:00,15.343618289568456,72.09381097331008,1008.4568548619067
2024-01-03 01:00:00,15.825150295662464,71.0854699088933,1008.6494413194401
2024-01-03 02:00:00,20.324083969394803,67.72029169864115,1008.4305959906975
2024-01-03 03:00:00,21.68598553144915,65.39440017675422,1009.8894907730003
2024-01-03 04:00:00,22.983332037538432,66.0431418522243,1009.2280576964686
2024-01-03 05:00:00,25.27093455173155,53.76611733645383,1008.2868655755973
2024-01-03 06:00:00,26.03099952249595,55.13031783254188,1008.8333672243335
2024-01-03 07:00:00,25.59053838200688,47.21491122750193,1011.3144373944342
2024-01-03 08:00:00,22.821036514621753,46.83049958491321,1010.7414131278015
2024-01-03 09:00:00,21.761855436014272,48.11944179319875,1015.1961804641501
2024-01-03 10:00:00,20.331263431403563,45.19533869568443,1015.8223820014829
2024-01-03 11:00:00,18.563735578147572,43.05420151604109,1015.3400226370386
2024-01-03 12:00:00,14.520825762154733,44.929931179094815,1015.0708779474487
2024-01-03 13:00:00,12.226150572310985,49.80008837549602,1018.8548248412015
2024-01-03 14:00:00,8.893665025993982,49.84824794226635,1017.796620139827
2024-01-03 15:00:00,6.732725564053852,55.2022652811824,1019.2244963781891
2024-01-03 16:00:00,7.152271784549821,58.67731896093033,1016.127938482923
2024-01-03 17:00:00,6.696981765680142,61.19615158315103,1016.5368557457866
2024-01-03 18:00:00,4.927989878419666,70.5300907268578,1016.2734618040363
2024-01-03 19:00:00,6.344274635001339,70.82749507475475,1015.224462370837
2024-01-03 20:00:00,6.70138198720325,68.17535151019274,1013.4882881936986
2024-01-03 21:00:00,7.283812433529389,74.43136803027483,1013.2581282340518
2024-01-03 22:00:00,10.361395605508413,73.60964841296972,1010.2894376898558
2024-01-03 23:00:00,13.949846115440774,76.49517559769274,1010.0484222258355
2024-01-04 00:00:00,14.964173960890042,72.05441992551982,1009.3362831551723
2024-01-04 01:00:00,19.152834106839187,71.32963423943954,1009.0134863670227
2024-01-04 02:00:00,17.380254895910245,69.7009933522603,1008.8004548930093
2024-01-04 03:00:00,22.8929703162407,66.9621622863218,1006.8886778419466
2024-01-04 04:00:00,23.747301106082546,59.01323190476575,1006.743519687547
2024-01-04 05:00:00,24.360250912424814,56.831645249955436,1010.1414460531581
2024-01-04 06:00:00,25.0917607765355,52.80790682947099,1010.0640959076616
2024-01-04 07:00:00,22.671689348289792,49.13368450473385,1010.0740316863711
2024-01-04 08:00:00,23.440582150006872,51.305271797054246,1013.6127983103447
2024-01-04 09:00:00,22.428180383377235,46.751504021185944,1013.4803963325886
2024-01-04 10:00:00,21.47789404474155,42.545010748823415,1015.8222390648253
2024-01-04 11:00:00,17.06992023275155,47.045414966009254,1015.8767167705535
2024-01-04 12:00:00,14.19150639710682,50.604850991640035,1018.8447604014216
2024-01-04 13:00:00,11.91005250539025,50.505823398728985,1019.2562933094792
2024-01-04 14:00:00,10.915402117702087,48.27024127379259,1017.6621958366005
